date,temperature_c,humidity,coordinate_x,coordinate_y,coordinate_z,y_probe
2024-08-19,25.0,43.0,-82.36,26.76,50.0,434.56
2024-08-19,25.0,42.0,-84.71,18.01,50.0,434.45
2024-08-19,25.0,43.0,-86.13,9.05,50.0,434.42
2024-08-19,25.0,43.0,-86.6,0.0,50.0,434.37
2024-08-19,25.0,43.0,-86.13,-9.05,50.0,434.32
2024-08-19,25.0,43.0,-84.71,-18.01,50.0,434.36
2024-08-19,0.0,0.0,-82.36,-26.76,50.0,434.45
2024-08-19,25.0,43.0,-79.11,-35.22,50.0,434.46
2024-08-19,25.0,42.0,-75.0,-43.3,50.0,434.66
2024-08-19,0.0,0.0,-70.06,-50.9,50.0,434.83
2024-08-19,0.0,0.0,-64.36,-57.95,50.0,434.94
2024-08-19,25.0,43.0,-57.95,-64.36,50.0,435.12
2024-08-19,25.0,42.0,-50.9,-70.06,50.0,435.25
2024-08-19,25.0,43.0,-43.3,-75.0,50.0,435.34
2024-08-19,25.0,43.0,-35.22,-79.11,50.0,435.48
2024-08-19,25.0,42.0,-26.76,-82.36,50.0,435.51
2024-08-19,25.0,43.0,-18.01,-84.71,50.0,435.6
2024-08-19,25.0,43.0,-9.05,-86.13,50.0,435.56
2024-08-19,25.0,43.0,0.0,-86.6,50.0,435.55
2024-08-19,25.0,43.0,9.05,-86.13,50.0,435.58
2024-08-19,25.0,43.0,18.01,-84.71,50.0,435.45
2024-08-19,25.0,43.0,26.76,-82.36,50.0,435.43
2024-08-19,25.0,42.0,35.22,-79.11,50.0,435.31
2024-08-19,25.0,42.0,43.3,-75.0,50.0,435.18
2024-08-19,25.0,42.0,50.9,-70.06,50.0,435.01
2024-08-19,25.0,43.0,57.95,-64.36,50.0,434.88
2024-08-19,25.0,43.0,64.36,-57.95,50.0,434.76
2024-08-19,0.0,0.0,70.06,-50.9,50.0,434.54
2024-08-19,0.0,0.0,75.0,-43.3,50.0,434.33
2024-08-19,25.0,43.0,79.11,-35.22,50.0,434.3
2024-08-19,25.0,43.0,82.36,-26.76,50.0,434.15
2024-08-19,25.0,42.0,84.71,-18.01,50.0,434.07
2024-08-19,25.0,43.0,86.13,-9.05,50.0,434.04
2024-08-19,25.0,43.0,80.0,0.0,60.0,433.37
2024-08-19,0.0,0.0,79.4,9.75,60.0,433.37
2024-08-19,25.0,43.0,77.62,19.35,60.0,433.42
2024-08-19,25.0,43.0,74.69,28.67,60.0,433.6
2024-08-19,25.0,42.0,70.64,37.56,60.0,433.77
2024-08-19,25.0,42.0,65.53,45.89,60.0,434.01
2024-08-19,25.0,42.0,59.45,53.53,60.0,434.19
2024-08-19,0.0,0.0,52.48,60.38,60.0,434.4
2024-08-19,0.0,0.0,44.74,66.32,60.0,434.53
2024-08-19,0.0,0.0,36.32,71.28,60.0,434.72
2024-08-19,0.0,0.0,27.36,75.18,60.0,434.91
2024-08-19,0.0,0.0,18.0,77.95,60.0,435.01
2024-08-19,25.0,42.0,8.36,79.56,60.0,435.07
2024-08-19,25.0,42.0,-1.4,79.99,60.0,435.08
2024-08-19,25.0,42.0,-11.13,79.22,60.0,435.01
2024-08-19,25.0,42.0,-20.71,77.27,60.0,434.98
2024-08-19,25.0,43.0,-29.97,74.17,60.0,434.91
2024-08-19,25.0,43.0,-38.78,69.97,60.0,434.86
2024-08-19,0.0,0.0,-47.02,64.72,60.0,434.77
2024-08-19,25.0,42.0,-54.56,58.51,60.0,434.61
2024-08-19,25.0,43.0,-61.28,51.42,60.0,434.36
2024-08-19,25.0,43.0,-67.09,43.57,60.0,434.16
2024-08-19,25.0,42.0,-71.9,35.07,60.0,434.05
2024-08-19,25.0,42.0,-75.64,26.05,60.0,433.92
2024-08-19,25.0,43.0,-78.25,16.63,60.0,433.78
2024-08-19,25.0,42.0,-79.7,6.97,60.0,433.72
2024-08-19,0.0,0.0,-79.95,-2.79,60.0,433.59
2024-08-19,0.0,0.0,-79.02,-12.51,60.0,433.71
2024-08-19,0.0,0.0,-76.9,-22.05,60.0,433.71
2024-08-19,0.0,0.0,-73.64,-31.26,60.0,433.85
2024-08-19,25.0,42.0,-69.28,-40.0,60.0,433.9
2024-08-19,0.0,0.0,-63.89,-48.15,60.0,434.07
2024-08-19,0.0,0.0,-57.55,-55.57,60.0,434.19
2024-08-19,25.0,43.0,-50.35,-62.17,60.0,434.21
2024-08-19,25.0,43.0,-42.39,-67.84,60.0,434.29
2024-08-19,25.0,43.0,-33.81,-72.5,60.0,434.52
2024-08-19,25.0,42.0,-24.72,-76.08,60.0,434.56
2024-08-19,25.0,42.0,-15.26,-78.53,60.0,434.59
2024-08-19,25.0,42.0,-5.58,-79.81,60.0,434.63
2024-08-19,25.0,42.0,4.19,-79.89,60.0,434.64
2024-08-19,0.0,0.0,13.89,-78.78,60.0,434.58
2024-08-19,25.0,43.0,23.39,-76.5,60.0,434.53
2024-08-19,25.0,43.0,32.54,-73.08,60.0,434.37
2024-08-19,25.0,42.0,41.2,-68.57,60.0,434.25
2024-08-19,0.0,0.0,49.25,-63.04,60.0,434.12
2024-08-19,0.0,0.0,56.57,-56.57,60.0,433.96
2024-08-19,0.0,0.0,63.04,-49.25,60.0,433.77
2024-08-19,25.0,43.0,68.57,-41.2,60.0,433.73
2024-08-19,0.0,0.0,73.08,-32.54,60.0,433.55
2024-08-19,25.0,42.0,76.5,-23.39,60.0,433.41
2024-08-19,0.0,0.0,78.78,-13.89,60.0,433.42
2024-08-19,25.0,43.0,79.89,-4.19,60.0,433.37
2024-08-19,25.0,43.0,71.41,0.0,70.0,432.67
2024-08-19,25.0,42.0,70.72,9.94,70.0,432.67
2024-08-19,25.0,42.0,68.64,19.68,70.0,432.75
2024-08-19,0.0,0.0,65.24,29.05,70.0,432.92
2024-08-19,25.0,42.0,60.56,37.84,70.0,433.05
2024-08-19,25.0,42.0,54.7,45.9,70.0,433.21
2024-08-19,0.0,0.0,47.78,53.07,70.0,433.39
2024-08-19,25.0,43.0,39.93,59.2,70.0,433.65
2024-08-19,0.0,0.0,31.3,64.18,70.0,433.83
2024-08-19,25.0,43.0,22.07,67.91,70.0,433.93
2024-08-19,25.0,43.0,12.4,70.33,70.0,434.01
2024-08-19,0.0,0.0,2.49,71.37,70.0,434.1
2024-08-19,25.0,42.0,-7.46,71.02,70.0,434.21
2024-08-19,0.0,0.0,-17.28,69.29,70.0,434.12
2024-08-19,25.0,42.0,-26.75,66.21,70.0,434.13
2024-08-19,25.0,42.0,-35.7,61.84,70.0,434.12
2024-08-19,0.0,0.0,-43.96,56.27,70.0,433.94
2024-08-19,25.0,42.0,-51.37,49.61,70.0,433.84
2024-08-19,25.0,42.0,-57.77,41.97,70.0,433.69
2024-08-19,25.0,42.0,-63.05,33.52,70.0,433.43
2024-08-19,25.0,43.0,-67.1,24.42,70.0,433.29
2024-08-19,25.0,42.0,-69.85,14.85,70.0,433.17
2024-08-19,25.0,43.0,-71.24,4.98,70.0,433.03
2024-08-19,25.0,43.0,-71.24,-4.98,70.0,433.06
2024-08-19,25.0,42.0,-69.85,-14.85,70.0,433.1
2024-08-19,25.0,43.0,-67.1,-24.42,70.0,433.18
2024-08-19,25.0,42.0,-63.05,-33.52,70.0,433.19
2024-08-19,25.0,42.0,-57.77,-41.97,70.0,433.25
2024-08-19,25.0,43.0,-51.37,-49.61,70.0,433.4
2024-08-19,25.0,43.0,-43.96,-56.27,70.0,433.54
2024-08-19,25.0,42.0,-35.71,-61.84,70.0,433.64
2024-08-19,25.0,43.0,-26.75,-66.21,70.0,433.61
2024-08-19,26.0,43.0,-17.28,-69.29,70.0,433.7
2024-08-19,25.0,43.0,-7.46,-71.02,70.0,433.71
2024-08-19,25.0,42.0,2.49,-71.37,70.0,433.69
2024-08-19,25.0,42.0,12.4,-70.33,70.0,433.68
2024-08-19,25.0,42.0,22.07,-67.91,70.0,433.62
2024-08-19,25.0,43.0,31.3,-64.18,70.0,433.44
2024-08-19,25.0,43.0,39.93,-59.2,70.0,433.34
2024-08-19,25.0,42.0,47.78,-53.07,70.0,433.16
2024-08-19,0.0,0.0,54.7,-45.9,70.0,433.07
2024-08-19,0.0,0.0,60.56,-37.84,70.0,432.87
2024-08-19,0.0,0.0,65.24,-29.05,70.0,432.72
2024-08-19,25.0,43.0,68.64,-19.68,70.0,432.69
2024-08-19,25.0,43.0,70.72,-9.94,70.0,432.58
2024-08-19,25.0,42.0,60.0,0.0,80.0,431.87
2024-08-19,0.0,0.0,59.26,9.39,80.0,431.94
2024-08-19,25.0,42.0,57.06,18.54,80.0,431.94
2024-08-19,25.0,42.0,53.46,27.24,80.0,432.09
2024-08-19,25.0,43.0,48.54,35.27,80.0,432.27
2024-08-19,25.0,43.0,42.43,42.43,80.0,432.39
2024-08-19,25.0,43.0,35.27,48.54,80.0,432.59
2024-08-19,25.0,42.0,27.24,53.46,80.0,432.73
2024-08-19,0.0,0.0,18.54,57.06,80.0,432.94
2024-08-19,25.0,43.0,9.39,59.26,80.0,433.02
2024-08-19,25.0,42.0,0.0,60.0,80.0,433.07
2024-08-19,25.0,42.0,-9.39,59.26,80.0,433.05
2024-08-19,25.0,43.0,-18.54,57.06,80.0,433.05
2024-08-19,0.0,0.0,-27.24,53.46,80.0,433.04
2024-08-19,25.0,43.0,-35.27,48.54,80.0,432.98
2024-08-19,25.0,43.0,-42.43,42.43,80.0,432.85
2024-08-19,25.0,42.0,-48.54,35.27,80.0,432.64
2024-08-19,25.0,42.0,-53.46,27.24,80.0,432.54
2024-08-19,25.0,42.0,-57.06,18.54,80.0,432.41
2024-08-19,0.0,0.0,-59.26,9.39,80.0,432.31
2024-08-19,0.0,0.0,-60.0,0.0,80.0,432.23
2024-08-19,25.0,42.0,-59.26,-9.39,80.0,432.3
2024-08-19,25.0,42.0,-57.06,-18.54,80.0,432.26
2024-08-19,25.0,43.0,-53.46,-27.24,80.0,432.32
2024-08-19,0.0,0.0,-48.54,-35.27,80.0,432.41
2024-08-19,25.0,42.0,-42.43,-42.43,80.0,432.38
2024-08-19,0.0,0.0,-35.27,-48.54,80.0,432.53
2024-08-19,0.0,0.0,-27.24,-53.46,80.0,432.55
2024-08-19,25.0,42.0,-18.54,-57.06,80.0,432.56
2024-08-19,25.0,43.0,-9.39,-59.26,80.0,432.7
2024-08-19,25.0,42.0,0.0,-60.0,80.0,432.64
2024-08-19,0.0,0.0,9.39,-59.26,80.0,432.58
2024-08-19,0.0,0.0,18.54,-57.06,80.0,432.5
2024-08-19,0.0,0.0,27.24,-53.46,80.0,432.33
2024-08-19,0.0,0.0,35.27,-48.54,80.0,432.27
2024-08-19,25.0,43.0,42.43,-42.43,80.0,432.21
2024-08-19,25.0,42.0,48.54,-35.27,80.0,432.08
2024-08-19,25.0,43.0,53.46,-27.24,80.0,431.98
2024-08-19,25.0,43.0,57.06,-18.54,80.0,431.94
2024-08-19,25.0,43.0,59.26,-9.39,80.0,431.91
2024-08-19,25.0,42.0,43.59,0.0,90.0,430.99
2024-08-19,25.0,43.0,42.47,9.81,90.0,431.06
2024-08-19,25.0,42.0,39.18,19.11,90.0,431.12
2024-08-19,0.0,0.0,33.88,27.43,90.0,431.24
2024-08-19,25.0,42.0,26.84,34.35,90.0,431.39
2024-08-19,25.0,43.0,18.42,39.51,90.0,431.64
2024-08-19,25.0,42.0,9.06,42.64,90.0,431.74
2024-08-19,0.0,0.0,-0.76,43.58,90.0,431.74
2024-08-19,25.0,42.0,-10.55,42.3,90.0,431.76
2024-08-19,25.0,42.0,-19.79,38.84,90.0,431.68
2024-08-19,25.0,43.0,-28.02,33.39,90.0,431.68
2024-08-19,25.0,42.0,-34.81,26.23,90.0,431.54
2024-08-19,0.0,0.0,-39.82,17.73,90.0,431.49
2024-08-19,25.0,42.0,-42.79,8.32,90.0,431.37
2024-08-19,25.0,42.0,-43.56,-1.52,90.0,431.32
2024-08-19,0.0,0.0,-42.1,-11.28,90.0,431.25
2024-08-19,25.0,43.0,-38.49,-20.46,90.0,431.23
2024-08-19,0.0,0.0,-32.9,-28.6,90.0,431.34
2024-08-19,25.0,42.0,-25.62,-35.27,90.0,431.35
2024-08-19,25.0,42.0,-17.03,-40.12,90.0,431.39
2024-08-19,25.0,42.0,-7.57,-42.93,90.0,431.44
2024-08-19,25.0,42.0,2.28,-43.53,90.0,431.39
2024-08-19,25.0,42.0,12.02,-41.9,90.0,431.26
2024-08-19,0.0,0.0,21.13,-38.12,90.0,431.23
2024-08-19,0.0,0.0,29.17,-32.39,90.0,431.15
2024-08-19,0.0,0.0,35.71,-25.0,90.0,431.15
2024-08-19,25.0,43.0,40.42,-16.33,90.0,430.97
2024-08-19,25.0,42.0,43.05,-6.82,90.0,430.97
2024-08-19,0.0,0.0,0.0,0.0,100.0,430.35
